keys,es,en,personaje,emocion,image,escena
vnmkt1_txt58,!Pero mira que ricas tetas tienes!,Look at those nice tits you have!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s3.png,market1
vnmkt1_txt59,!Deberias dejar que todo el mundo las apreciara!,You should let everyone appreciate them!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s4.png,market1
vnmkt1_txt60,Jajaja!,Hahaha!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s4.png,market1
vnmkt1_txt61,,,,NORMAL,,market1
vnmkt1_txt62,!Quitame tus sucias manos de encima!,Get your filthy hands off me!,,NORMAL,res://art/cutscenes/market/v1/s5.5.png,market1
vnmkt1_txt63,!JAMAS!,NEVER!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s5.5.png,market1
vnmkt1_txt64,!NO PUEDO CREER LO SUAVES QUE SON!,I CAN'T BELIEVE HOW SOFT THEY ARE!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s5.5.png,market1
vnmkt1_txt65,!Es como si tocara una esponjosa nube! ❤,It's like touching a fluffy cloud! ❤,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s5.5.png,market1
vnmkt1_txt66,,,,NORMAL,,market1
vnmkt1_txt67,!Quitate de encima!,Get off me!,,NORMAL,res://art/cutscenes/market/v1/s5.png,market1
vnmkt1_txt68,!Pesas demasiado!,You weigh too much!,,NORMAL,res://art/cutscenes/market/v1/s5.png,market1
vnmkt1_txt69,!Apestas horrible!,You stink horribly!,,NORMAL,res://art/cutscenes/market/v1/s5.png,market1
vnmkt1_txt70,!Jajaja! ya deja de quejarte y ponte a gozar !Puta!,Hahaha! Stop complaining and start enjoying yourself bitch!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s5.png,market1
vnmkt1_txt71,Tu olor me exita cada vez mas y mas...,Your smell turns me on more and more...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s5.png,market1
vnmkt1_txt72,,,,NORMAL,,market1
vnmkt1_txt73,!Podria estar todo el dia jugando con tus tetas!,I could spend all day playing with your tits!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s6.png,market1
vnmkt1_txt74,!Seria mi juego favorito!,It would be my favorite game!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s6.png,market1
vnmkt1_txt75,!Ya callate!,Shut up!,,NORMAL,res://art/cutscenes/market/v1/s6.png,market1
vnmkt1_txt76,Muy bien es hora de avanzar al siguiente nivel...,Okay it's time to take it to the next level...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s6.png,market1
vnmkt1_txt77,,,,NORMAL,,market1
vnmkt1_txt78,!¿Que...? ¿Que estas haciendo?!,What...? What are you doing?!,,NORMAL,res://art/cutscenes/market/v1/s7.png,market1
vnmkt1_txt79,¿Que? ¿Te estas exitando? Jajaja,What? Are you getting turned on? Hahaha,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s7.png,market1
vnmkt1_txt80,!Jamas! !Menos con un tipo tan espantozo como tu!,Never! Especially not with a guy as hideous as you!,,NORMAL,res://art/cutscenes/market/v1/s7.png,market1
vnmkt1_txt81,Es solo que...,It's just...,,NORMAL,res://art/cutscenes/market/v1/s7.png,market1
vnmkt1_txt82,!!Entonces tendre que succionar mas fuerte!!,Then I'll have to suck harder!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s7.png,market1
vnmkt1_txt83,,,,NORMAL,,market1
vnmkt1_txt84,!!ESPERAAA!!!,WAIT!!!,,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt85,!!ME ESTAS LASTIMANDO!!,YOU'RE HURTING ME!!,,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt86,!!¿Y Por que tus pezones se ponen cada vez mas duros?!!,And why are your nipples getting harder and harder?!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt87,!!Eso no es verdad!!,That's not true!!,,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt88,Jajaja !hasta tus pechos tienen un sabor adictivo!,Hahaha! Even your breasts taste addictive!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt89,!Deberia vender un pastel hecho con tus tetas! Jajaja,I should sell a cake made with your tits! Hahaha,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt90,Deja de decir tonterias....,Stop talking nonsense...,,NORMAL,res://art/cutscenes/market/v1/s8.png,market1
vnmkt1_txt91,,,,NORMAL,,market1
vnmkt1_txt92,Hace mucho tiempo no me exitava tanto.,I haven't been this excited in a long time.,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s9.png,market1
vnmkt1_txt93,Eres un viejo pervertido y apestoso...,You're a perverted smelly old man...,,NORMAL,res://art/cutscenes/market/v1/s9.png,market1
vnmkt1_txt94,Jajaja y a un asi estas dejando que te debore por completo...,Hahaha and yet you're letting me devour you completely...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s9.png,market1
vnmkt1_txt95,...,...,,NORMAL,res://art/cutscenes/market/v1/s9.png,market1
vnmkt1_txt96,Lo hago solo por ayudar a mi novio...,I'm just doing this to help my boyfriend...,,NORMAL,res://art/cutscenes/market/v1/s9.png,market1
vnmkt1_txt97,,,,NORMAL,,market1
vnmkt1_txt98,¿Ayudar a tu novio? No me hagas reir,Help your boyfriend? Don't make me laugh.,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt99,Se nota que eres una zorra... ,It's obvious you're a slut...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt100,Que te la pasas masturbandote a escondidas de tu novio...,That you spend your time masturbating behind your boyfriend's back...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt101,!¿Que?! !Eso no es verdad!,What?! That's not true!,,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt102,Conozco a las zorritas como tu...,I know sluts like you...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt103,A si que a mi no me puedes mentir...,So you can't lie to me...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt104,Mira como chorrea tu vagina...,Look how your vagina squirts...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt105,,,,NORMAL,,market1
vnmkt1_txt106,Tus pezones no paran de ponerse duros...,Your nipples won't stop getting hard...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt107,Tu cuerpo esta hiviendo...,Your body is boiling...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt108,Tu dices que te doy asco...,You say I disgust you...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt109,Pero tu cuerpo dice otra cosa... Jajaja,But your body says otherwise... Hahaha,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt110,!Eres un tonto ya dejame en paz!,You're an idiot leave me alone!,,NORMAL,res://art/cutscenes/market/v1/s10.png,market1
vnmkt1_txt111,,,,NORMAL,,market1
vnmkt1_txt112,Deja que tu cuerpo hable por ti...,Let your body speak for itself...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s12.png,market1
vnmkt1_txt113,Portate sumiza conmigo y te recompenzare...,Behave yourself submissive and I'll reward you...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s12.png,market1
vnmkt1_txt114,!Te enseñare mi tecnica de succion maestra!,I'll teach you my master sucking technique!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s12.png,market1
vnmkt1_txt115,¿Succion oculta? ¿Que es eso?,Concealed sucking? What's that?,,NORMAL,res://art/cutscenes/market/v1/s12.png,market1
vnmkt1_txt116,Ven pon tus pechos encima de mi...,Come on put your breasts on me...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s12.png,market1
vnmkt1_txt117,,,,NORMAL,,market1
vnmkt1_txt118,Jajaja pero si ya hasta estas de !obediente!,Hahaha but you're already so obedient!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s13.png,market1
vnmkt1_txt119,!Callate!,Shut up!,,NORMAL,res://art/cutscenes/market/v1/s13.png,market1
vnmkt1_txt120,!Solo quiero que termine esto de una vez!,I just want this to be over with!,,NORMAL,res://art/cutscenes/market/v1/s13.png,market1
vnmkt1_txt121,Ya veras que bien se siente...,You'll see how good it feels...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s13.png,market1
vnmkt1_txt122,,,,NORMAL,,market1
vnmkt1_txt123,¿Lo sientes?,Do you feel it?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt124,...ah... nn...,...ah... nn...,,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt125,si.. siento.... como me hormiguean los pezones....,yes... I feel... my nipples tingling...,,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt126,¿Se siente bien no?,Doesn't it feel good?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt127,....ah...,....ah...,,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt128,..mhm... ,..mhm...,,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt129,..ah....,..ah....,,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt130,!Bien ahora mas fuerte!,Okay now harder!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s14.png,market1
vnmkt1_txt131,,,,NORMAL,,market1
vnmkt1_txt132,...AH..,...AH..,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt133,...Pa..,...Pa..,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt134,.para...,.stop...,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt135,...mh..m....,...mh..m....,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt136,..No.. pue...do...,..I..can't...,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt137,Oh me voy a...,Oh I'm going to...,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt138,!YA BASTA!,ENOUGH!,,NORMAL,res://art/cutscenes/market/v1/s15.png,market1
vnmkt1_txt139,,,,NORMAL,,market1
vnmkt1_txt140,Jajaja ,Hahaha,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s16.png,market1
vnmkt1_txt141,¿Que pasa?,What's wrong?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s16.png,market1
vnmkt1_txt142,Pense que no sentias nada,I thought you didn't feel anything.,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s16.png,market1
vnmkt1_txt143,¿Tan rapido te ibas a venir?,Were you going to cum so fast?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s16.png,market1
vnmkt1_txt144,,,,NORMAL,,market1
vnmkt1_txt145,....,....,,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt146,No es eso....,It's not that....,,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt147,Solo que....,It's just that....,,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt148,¿Que?,What?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt149,!Tienes la vagina toda chorreada!,Your vagina is all dripping!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt150,!Tenia razon!,I was right!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt151,!Eres una zorra!,You're a bitch!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt152,Esto es una tortura para mi...,This is torture for me...,,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt153,¿Tortura?,Torture?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s17.png,market1
vnmkt1_txt154,,,,NORMAL,,market1
vnmkt1_txt155,!VAS A SENTIR LO QUE ES UNA TORTURA DE VERDAD!,YOU'RE GOING TO FEEL WHAT REAL TORTURE IS!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s19.png,market1
vnmkt1_txt156,!¿Ah?!,Ah?!,,NORMAL,res://art/cutscenes/market/v1/s19.png,market1
vnmkt1_txt157,!¿Que te pasa?!,What's wrong with you?!,,NORMAL,res://art/cutscenes/market/v1/s19.png,market1
vnmkt1_txt158,!Detente!,Stop!,,NORMAL,res://art/cutscenes/market/v1/s19.png,market1
vnmkt1_txt159,,,,NORMAL,,market1
vnmkt1_txt160,!!AHORA SI VAS A HACER MIA!!,NOW YOU'RE GOING TO BE MINE!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt161,!!VAS A SENTIR TODA MI FURIA DENTRO DE TI!!,YOU'RE GOING TO FEEL ALL MY RAGE INSIDE YOU!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt162,!!No porfavor!!,No please!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt163,!!Te lo suplico!!,I'm begging you!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt164,!!Eso no!!!!,Not that!!!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt165,!!!AAAAAH!!!!,AAAAAAH!!!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt166,!!Piedad!! !Piedad!!,Mercy!! Mercy!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt167,!!No quiero hacer esto!!,I don't want to do this!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt168,!!Ya no quiero!!,I don't want to anymore!!,,NORMAL,res://art/cutscenes/market/v1/s18.png,market1
vnmkt1_txt169,,,,NORMAL,,market1
vnmkt1_txt170,....,....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt171,Bien....,Okay....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt172,Suficiente por hoy...,Enough for today...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt173,¿De... de verdad?,Really?,,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt174,Si...,Yes...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt175,Ya tuve suficiente de ti...,I've had enough of you...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt176,Para todavia tener que aguantarte llorando,To still have to put up with you crying.,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt177,Aparte se que esta no sera la ultima vez...,Besides I know this won't be the last time...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt178,Cuando tu noviecito me pida un aumento...,When your boyfriend asks me for a raise...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt179,!VOLVERE POR TI!,I'LL COME BACK FOR YOU!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt180,JAJAJA,HAHAHA,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt181,Largate....,Get out....,,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt182,!Largate de una tonta vez!,Get out of here you fool!,,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt183,Y recuerda nada de decirla algo a tu novio de lo que paso...,And remember not to say anything to your boyfriend about what happened...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt184,¿Entendiste?,Do you understand?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
vnmkt1_txt185,Hasta pronto hermosa...,See you soon beautiful...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/v1/s20.png,market1
,,,,,,
ms1_txt1,Bien para tu primera mision....,Okay for your first mission...,RATZWEL,NORMAL,,MISSION1
ms1_txt2,Vamos a probar que tan fuerte eres... y si realmente vales la pena.,Let's test how strong you are... and if you're really worth it.,RATZWEL,NORMAL,,MISSION1
ms1_txt3,Hay un almacen abandonado que necesitamos explorar...,There's an abandoned warehouse we need to explore...,RATZWEL,NORMAL,,MISSION1
ms1_txt4,Esta infestado de zombies. Asi que tu mision sera exterminarlos.,It's infested with zombies. So your mission is to exterminate them.,RATZWEL,NORMAL,,MISSION1
ms1_txt5,No regreses hasta que hayas acabado con todos y cada uno de ellos.,Don't come back until you've killed every single one of them.,RATZWEL,NORMAL,,MISSION1
ms1_txt6,¿Entendiste?,Got it?,RATZWEL,NORMAL,,MISSION1
ms1_txt7,Si haces bien tu mision te recompensare con algunos alimentos.,If you do your mission well I'll reward you with some food.,RATZWEL,NORMAL,,MISSION1
ms1_txt8,De acuerdo...,Okay...,PLAYER,NORMAL,,MISSION1
ms1_fin_txt1,Lo logre...,I did it...,PLAYER,NORMAL,,MISSION1FIN
ms1_fin_txt2,Todos los zombies estan eliminados.,All the zombies are eliminated.,PLAYER,NORMAL,,MISSION1FIN
ms1_fin_txt3,Estoy exhausto. Regresare a casa.,I'm exhausted. I'm going back home.,PLAYER,NORMAL,,MISSION1FIN
,,,,,,
zomb1_txt1,!RAAAAAAAAAAAAAAAAAAAAAAAAAAAWR!,RAAAAAAAAAAAAAAAAAAAAAAAAAAAWR!,ZOMBIEVISUAL,NORMAL,res://art/cutscenes/final1/zombie.png,ZOMBIE1
zomb1_txt2,!MAAAAAAAAAAAAAAAATAAAAAAAAR!,!MAAAAAAAAAAAAAAAATAAAAAAAAR!,ZOMBIEVISUAL,NORMAL,res://art/cutscenes/final1/zombie.png,ZOMBIE1
zomb1_txt3,Maldita sea... ¿Pero que mierda es eso?,Damn it... What the hell is that?,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/player1.png,ZOMBIE1
zomb1_txt4,No importa quien sea... Tengo que proteger a Havany a cualquier costo...,No matter who it is... I have to protect Havany at all costs...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/player1.png,ZOMBIE1
zomb1_txt5,!HAVANY HUYE! Yo me encargo de matar este zombie,HAVANY RUN AWAY! I'll take care of killing this zombie.,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/player1.png,ZOMBIE1
zomb1_txt6,!CORRE LO MAS LEJOS QUE PUEDAS!,RUN AS FAR AS YOU CAN!,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/player1.png,ZOMBIE1
zomb1_txt7,Joder es gigantesco.... Si logro asestarle un golpe tal vez pueda....,Damn he's huge... If I can land a hit maybe I can...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/player1.png,ZOMBIE1
zomb1_txt8,....Agh.... ,....Agh....,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s1.png,ZOMBIE1
zomb1_txt9,...gg.... .h...a..,...gg.... .h...a..,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s1.png,ZOMBIE1
zomb1_txt10,Mierd...da... ,Shit...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s1.png,ZOMBIE1
zomb1_txt11,No... No quiero morir asi...,No... I don't want to die like this...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s1.png,ZOMBIE1
zomb1_txt12,Por...favor...,Please...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s1.png,ZOMBIE1
zomb1_txt13,Su fuerza es sobre humana... Siento como me destroza toda la cara.... ,His strength is superhuman... I feel like he's destroying my entire face....,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s2.png,ZOMBIE1
zomb1_txt14,So... solo puedo pensar en que Havany logre escapar...,So... all I can think about is Havany managing to escape...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s2.png,ZOMBIE1
zomb1_txt15,Te amo con todo mi ser Havany...,I love you with all my being Havany...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s2.png,ZOMBIE1
zomb1_txt16,Cuidate mucho...,Take care of yourself...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s2.png,ZOMBIE1
zomb1_txt17,Yo... yo.. hice todo lo que pude...,I... I... did everything I could...,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s2.png,ZOMBIE1
zomb1_txt18,Te... te amo.... ,I... love you....,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s2.png,ZOMBIE1
zomb1_txt19,......,......,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s3.png,ZOMBIE1
zomb1_txt20,..RAAAWRR... GHAAAAW.... GHAWWWWWAG.....,..RAAAWRR... GHAAAAW.... GHAWWWWWAG.....,ZOMBIEVISUAL,NORMAL,res://art/cutscenes/final1/s3.png,ZOMBIE1
zomb1_txt21,......,......,PLAYERVISUAL,NORMAL,res://art/cutscenes/final1/s3.png,ZOMBIE1
zomb1_txt22,!Tengo que seguir corriendo!,I have to keep running!,,NORMAL,res://art/cutscenes/final1/ComfyUI_00469_.png,ZOMBIE1
zomb1_txt23,!Tengo que creer que el estara bien!,I have to believe he'll be okay!,,NORMAL,res://art/cutscenes/final1/ComfyUI_00469_.png,ZOMBIE1
zomb1_txt24,!Tengo mucho miedo no se a donde ir!,I'm so scared I don't know where to go!,,NORMAL,res://art/cutscenes/final1/ComfyUI_00469_.png,ZOMBIE1
